2020-11-02T18:23:32.739	0	200	28
2020-11-02T18:23:32.773	1	200	5
2020-11-02T18:23:32.801	2	200	4
2020-11-02T18:23:32.830	3	200	4
2020-11-02T18:23:32.877	4	200	8
2020-11-02T18:23:32.907	5	200	5
2020-11-02T18:23:32.937	6	200	5
2020-11-02T18:23:32.966	7	200	4
2020-11-02T18:23:32.998	8	200	5
2020-11-02T18:23:33.029	9	200	5
2020-11-02T18:23:33.064	10	200	6
2020-11-02T18:23:33.094	11	200	5
2020-11-02T18:23:33.187	12	200	16
2020-11-02T18:23:33.215	13	200	4
2020-11-02T18:23:33.244	14	200	4
2020-11-02T18:23:33.273	15	200	5
2020-11-02T18:23:33.303	16	200	5
2020-11-02T18:23:33.333	17	200	5
2020-11-02T18:23:33.367	18	200	5
2020-11-02T18:23:33.402	19	200	6
2020-11-02T18:23:33.435	20	200	5
2020-11-02T18:23:33.466	21	200	5
2020-11-02T18:23:33.502	22	200	5
2020-11-02T18:23:33.543	23	200	6
2020-11-02T18:23:33.574	24	200	5
2020-11-02T18:23:33.604	25	200	5
2020-11-02T18:23:33.635	26	200	5
2020-11-02T18:23:33.664	27	200	5
2020-11-02T18:23:33.693	28	200	5
2020-11-02T18:23:33.725	29	200	5
2020-11-02T18:23:33.761	30	200	6
2020-11-02T18:23:33.791	31	200	5
2020-11-02T18:23:33.821	32	200	5
2020-11-02T18:23:33.852	33	200	5
2020-11-02T18:23:33.886	34	200	5
2020-11-02T18:23:33.918	35	200	5
2020-11-02T18:23:33.951	36	200	5
2020-11-02T18:23:33.983	37	200	5
2020-11-02T18:23:34.013	38	200	5
2020-11-02T18:23:34.044	39	200	5
2020-11-02T18:23:34.075	40	200	5
2020-11-02T18:23:34.105	41	200	4
2020-11-02T18:23:34.135	42	200	4
2020-11-02T18:23:34.164	43	200	4
2020-11-02T18:23:34.195	44	200	5
2020-11-02T18:23:34.226	45	200	5
2020-11-02T18:23:34.262	46	200	6
2020-11-02T18:23:34.291	47	200	5
2020-11-02T18:23:34.321	48	200	5
2020-11-02T18:23:34.354	49	200	5
2020-11-02T18:23:34.386	50	200	5
2020-11-02T18:23:34.420	51	200	5
2020-11-02T18:23:34.456	52	200	6
2020-11-02T18:23:34.517	53	200	10
2020-11-02T18:23:34.546	54	200	4
2020-11-02T18:23:34.574	55	200	5
2020-11-02T18:23:34.793	56	200	38
2020-11-02T18:23:34.959	57	200	29
2020-11-02T18:23:34.991	58	200	5
2020-11-02T18:23:35.020	59	200	5
2020-11-02T18:23:35.053	60	200	5
2020-11-02T18:23:35.087	61	200	5
2020-11-02T18:23:35.132	62	200	7
2020-11-02T18:23:35.163	63	200	5
2020-11-02T18:23:35.193	64	200	5
2020-11-02T18:23:35.226	65	200	5
2020-11-02T18:23:35.255	66	200	5
2020-11-02T18:23:35.286	67	200	5
2020-11-02T18:23:35.321	68	200	6
2020-11-02T18:23:35.353	69	200	5
2020-11-02T18:23:35.389	70	200	6
2020-11-02T18:23:35.423	71	200	5
2020-11-02T18:23:35.454	72	200	5
2020-11-02T18:23:35.483	73	200	5
2020-11-02T18:23:35.514	74	200	5
